stoerrelse,kombi_tekst,R2,adjR2
5,"Anskaffelse af stoerre forbrugsgoder, inden for de naeste 12 mdr. | Familiens oekonomiske situation i dag, sammenlignet med for et aar siden | Familiens oekonomiske situation lige nu: kan spare/penge slaar til/ bruger mere end man tjener | Priser i dag, sammenlignet med for et aar siden | Priser om et aar, sammenlignet med i dag",0.1665255990960831,0.12311547404900414
5,"Anskaffelse af stoerre forbrugsgoder, fordelagtigt for oejeblikket | Anskaffelse af stoerre forbrugsgoder, inden for de naeste 12 mdr. | Familiens oekonomiske situation i dag, sammenlignet med for et aar siden | Familiens oekonomiske situation lige nu: kan spare/penge slaar til/ bruger mere end man tjener | Regner med at kunne spare op i de kommende 12 maaneder",0.16482563707205597,0.12132697233622569
5,"Anskaffelse af stoerre forbrugsgoder, inden for de naeste 12 mdr. | Familiens oekonomiske  situation om et aar, sammenlignet med i dag | Familiens oekonomiske situation i dag, sammenlignet med for et aar siden | Priser i dag, sammenlignet med for et aar siden | Priser om et aar, sammenlignet med i dag",0.1645223846259992,0.12100792549193673
5,"Anskaffelse af stoerre forbrugsgoder, fordelagtigt for oejeblikket | Anskaffelse af stoerre forbrugsgoder, inden for de naeste 12 mdr. | Danmarks oekonomiske situation om et aar, sammenlignet med i dag | Familiens oekonomiske  situation om et aar, sammenlignet med i dag | Familiens oekonomiske situation i dag, sammenlignet med for et aar siden",0.16364091598886546,0.12008054702995219
5,"Anskaffelse af stoerre forbrugsgoder, fordelagtigt for oejeblikket | Anskaffelse af stoerre forbrugsgoder, inden for de naeste 12 mdr. | Familiens oekonomiske situation i dag, sammenlignet med for et aar siden | Familiens oekonomiske situation lige nu: kan spare/penge slaar til/ bruger mere end man tjener | Priser i dag, sammenlignet med for et aar siden",0.16200108872252283,0.1183553120934876
